"","Year","OriginCountry","flow"
"1765",1994,"ESP",7004
"1937",1995,"ESP",7676
"2114",1996,"ESP",4914
"2298",1997,"ESP",-2753
"2485",1998,"ESP",1332
"2671",1999,"ESP",-3696
"2859",2000,"ESP",2135
"3051",2001,"ESP",14465
"3242",2002,"ESP",28423
"3440",2003,"ESP",414
"3640",2004,"ESP",17345
"3838",2005,"ESP",9074
"4036",2006,"ESP",17003
"4233",2007,"ESP",27382
"4430",2008,"ESP",13081
"4628",2009,"ESP",7846
"4827",2010,"ESP",24897
"5026",2011,"ESP",41012
"5227",2012,"ESP",41497
"5430",2013,"ESP",25949
"5633",2014,"ESP",52970
"5840",2015,"ESP",50629
"6052",2016,"ESP",48450
"6259",2017,"ESP",57786
"6466",2018,"ESP",51052
"1353",1991,"EST",3374
"1477",1992,"EST",5259
"1613",1993,"EST",2274
"1766",1994,"EST",-7299
"1938",1995,"EST",6234
"2115",1996,"EST",27429
"2299",1997,"EST",10729
"2486",1998,"EST",134
"2672",1999,"EST",11984
"2860",2000,"EST",26484
"3052",2001,"EST",26766
"3243",2002,"EST",27711
"3441",2003,"EST",19925
"3641",2004,"EST",31068
"3839",2005,"EST",19362
"4037",2006,"EST",23500
"4234",2007,"EST",15617
"4431",2008,"EST",14122
"4629",2009,"EST",17426
"4828",2010,"EST",1233
"5027",2011,"EST",27774
"5228",2012,"EST",15247
"5431",2013,"EST",23529
"5634",2014,"EST",28527
"5841",2015,"EST",19582
"6053",2016,"EST",26371
"6260",2017,"EST",-4903
"6467",2018,"EST",6393
"64",1967,"ETH",5184
"83",1968,"ETH",392
"107",1969,"ETH",0
"135",1970,"ETH",2654
"164",1971,"ETH",3425
"196",1972,"ETH",-105
"223",1973,"ETH",-4077
"252",1974,"ETH",279
"285",1975,"ETH",8807
"320",1976,"ETH",2076
"353",1977,"ETH",27195
"388",1978,"ETH",16400
"432",1979,"ETH",-18071
"483",1980,"ETH",34169
"547",1981,"ETH",-1163
"612",1982,"ETH",9127
"678",1983,"ETH",15505
"748",1984,"ETH",-23591
"820",1985,"ETH",12047
"896",1986,"ETH",-16004
"970",1987,"ETH",-8048
"1043",1988,"ETH",3027
"1138",1989,"ETH",5810
"1240",1990,"ETH",-12518
"1354",1991,"ETH",8438
"1478",1992,"ETH",39494
"1614",1993,"ETH",73162
"1767",1994,"ETH",12686
"1939",1995,"ETH",37503
"2116",1996,"ETH",-782
"2300",1997,"ETH",15069
"2487",1998,"ETH",38868
"2673",1999,"ETH",16948
"2861",2000,"ETH",185254
"3053",2001,"ETH",221524
"3244",2002,"ETH",217627
"3442",2003,"ETH",265869
"3642",2004,"ETH",237721
"3840",2005,"ETH",288825
"4038",2006,"ETH",282480
"4235",2007,"ETH",401805
"4432",2008,"ETH",401454
"4630",2009,"ETH",301258
"4829",2010,"ETH",376451
"5028",2011,"ETH",344994
"5229",2012,"ETH",355922
"5432",2013,"ETH",389326
"5635",2014,"ETH",461937
"5842",2015,"ETH",380997
"6054",2016,"ETH",347829
"6261",2017,"ETH",296922
"6468",2018,"ETH",313099
"1940",1995,"FIN",2
"2117",1996,"FIN",0
"2301",1997,"FIN",3372
"2488",1998,"FIN",6775
"2674",1999,"FIN",0
"2862",2000,"FIN",2045
"3054",2001,"FIN",4428
"3245",2002,"FIN",21274
"3443",2003,"FIN",6467
"3643",2004,"FIN",70
"3841",2005,"FIN",13550
"4039",2006,"FIN",4053
"4236",2007,"FIN",-5411
"4433",2008,"FIN",1333
"4631",2009,"FIN",5343
"4830",2010,"FIN",3374
"5029",2011,"FIN",6777
"5230",2012,"FIN",11197
"5433",2013,"FIN",5417
"5636",2014,"FIN",2
"5843",2015,"FIN",2043
"6055",2016,"FIN",3688
"6262",2017,"FIN",6779
"6469",2018,"FIN",1054
"1241",1990,"FJI",2
"1355",1991,"FJI",0
"1479",1992,"FJI",3102
"1615",1993,"FJI",7488
"1768",1994,"FJI",-3254
"1941",1995,"FJI",949
"2118",1996,"FJI",7233
"2302",1997,"FJI",2686
"2489",1998,"FJI",-5849
"2675",1999,"FJI",-901
"2863",2000,"FJI",9657
"3055",2001,"FJI",28027
"3246",2002,"FJI",15624
"3444",2003,"FJI",51191
"3644",2004,"FJI",5051
"3842",2005,"FJI",24869
"4040",2006,"FJI",5822
"4237",2007,"FJI",24346
"4434",2008,"FJI",26616
"4632",2009,"FJI",29665
"4831",2010,"FJI",13762
"5030",2011,"FJI",30355
"5231",2012,"FJI",38650
"5434",2013,"FJI",36829
"5637",2014,"FJI",40394
"5844",2015,"FJI",23666
"6056",2016,"FJI",14051
"6263",2017,"FJI",24793
"6470",2018,"FJI",13176
"1769",1994,"FRA",3375
"1942",1995,"FRA",-1776
"2119",1996,"FRA",19281
"2303",1997,"FRA",-2886
"2490",1998,"FRA",458
"2676",1999,"FRA",225
"2864",2000,"FRA",10381
"3056",2001,"FRA",37354
"3247",2002,"FRA",36184
"3445",2003,"FRA",18265
"3645",2004,"FRA",11829
"3843",2005,"FRA",9890
"4041",2006,"FRA",20687
"4238",2007,"FRA",16776
"4435",2008,"FRA",23301
"4633",2009,"FRA",35943
"4832",2010,"FRA",22194
"5031",2011,"FRA",14136
"5232",2012,"FRA",19744
"5435",2013,"FRA",15173
"5638",2014,"FRA",32877
"5845",2015,"FRA",59282
"6057",2016,"FRA",29200
"6264",2017,"FRA",-1945
"6471",2018,"FRA",31192
"3248",2002,"FSM",6777
"3446",2003,"FSM",6775
"3646",2004,"FSM",5413
"3844",2005,"FSM",2
"5846",2015,"FSM",8717
"6472",2018,"FSM",1
"1480",1992,"GAB",2556
"1616",1993,"GAB",2
"1770",1994,"GAB",7823
"1943",1995,"GAB",5413
"2120",1996,"GAB",-1077
"2304",1997,"GAB",-8787
"2491",1998,"GAB",15562
"2677",1999,"GAB",-4734
"2865",2000,"GAB",19268
"3057",2001,"GAB",35962
"3249",2002,"GAB",41465
"3447",2003,"GAB",35052
"3647",2004,"GAB",22054
"3845",2005,"GAB",53012
"4042",2006,"GAB",28480
"4239",2007,"GAB",49441
"4436",2008,"GAB",40230
"4634",2009,"GAB",72393
"4833",2010,"GAB",44203
"5032",2011,"GAB",51155
"5233",2012,"GAB",51637
"5436",2013,"GAB",82979
"5639",2014,"GAB",88371
"5847",2015,"GAB",74908
"6058",2016,"GAB",74387
"6265",2017,"GAB",56465
"6473",2018,"GAB",26360
"1242",1990,"GBR",2
"1356",1991,"GBR",0
"1481",1992,"GBR",0
"1617",1993,"GBR",3372
"1771",1994,"GBR",278
"1944",1995,"GBR",8819
"2121",1996,"GBR",6242
"2305",1997,"GBR",1008
"2492",1998,"GBR",1397
"2678",1999,"GBR",523
"2866",2000,"GBR",27001
"3058",2001,"GBR",24326
"3250",2002,"GBR",39540
"3448",2003,"GBR",14091
"3648",2004,"GBR",6928
"3846",2005,"GBR",19985
"4043",2006,"GBR",-14183
"4240",2007,"GBR",19098
"4437",2008,"GBR",16414
"4635",2009,"GBR",17864
"4834",2010,"GBR",31089
"5033",2011,"GBR",12306
"5234",2012,"GBR",34489
"5437",2013,"GBR",9570
"5640",2014,"GBR",10000
"5848",2015,"GBR",23153
"6059",2016,"GBR",22626
"6266",2017,"GBR",26958
"6474",2018,"GBR",17110
"1618",1993,"GEO",16807
"1772",1994,"GEO",48400
"1945",1995,"GEO",4620
"2122",1996,"GEO",30267
"2306",1997,"GEO",31326
"2493",1998,"GEO",2889
"2679",1999,"GEO",13985
"2867",2000,"GEO",102300
"3059",2001,"GEO",110241
"3251",2002,"GEO",134916
"3449",2003,"GEO",166591
"3649",2004,"GEO",155236
"3847",2005,"GEO",147106
"4044",2006,"GEO",106179
"4241",2007,"GEO",115004
"4438",2008,"GEO",163679
"4636",2009,"GEO",158005
"4835",2010,"GEO",172541
"5034",2011,"GEO",123104
"5235",2012,"GEO",144205
"5438",2013,"GEO",151901
"5641",2014,"GEO",164174
"5849",2015,"GEO",174933
"6060",2016,"GEO",178228
"6267",2017,"GEO",142345
"6475",2018,"GEO",141133
"3",1961,"GHA",7828
"6",1962,"GHA",0
"9",1963,"GHA",0
"18",1964,"GHA",0
"31",1965,"GHA",0
"484",1980,"GHA",3374
"548",1981,"GHA",0
"613",1982,"GHA",3825
"679",1983,"GHA",5100
"749",1984,"GHA",7088
"821",1985,"GHA",-4031
"897",1986,"GHA",-3608
"971",1987,"GHA",1342
"1044",1988,"GHA",11034
"1139",1989,"GHA",14874
"1243",1990,"GHA",103
"1357",1991,"GHA",14368
"1482",1992,"GHA",17279
"1619",1993,"GHA",44544
"1773",1994,"GHA",-26898
"1946",1995,"GHA",17230
"2123",1996,"GHA",9630
"2307",1997,"GHA",420
"2494",1998,"GHA",37947
"2680",1999,"GHA",5964
"2868",2000,"GHA",110091
"3060",2001,"GHA",146214
"3252",2002,"GHA",127231
"3450",2003,"GHA",134738
"3650",2004,"GHA",95900
"3848",2005,"GHA",157082
"4045",2006,"GHA",174915
"4242",2007,"GHA",165250
"4439",2008,"GHA",215793
"4637",2009,"GHA",170379
"4836",2010,"GHA",185231
"5035",2011,"GHA",180037
"5236",2012,"GHA",202552
"5439",2013,"GHA",200999
"5642",2014,"GHA",256543
"5850",2015,"GHA",312488
"6061",2016,"GHA",262364
"6268",2017,"GHA",236116
"6476",2018,"GHA",216438
"3253",2002,"GIB",6775
"3451",2003,"GIB",3374
"4243",2007,"GIB",2
"4440",2008,"GIB",0
"4638",2009,"GIB",0
"4837",2010,"GIB",3372
"5036",2011,"GIB",0
"5237",2012,"GIB",0
"5440",2013,"GIB",0
"5643",2014,"GIB",0
"5851",2015,"GIB",0
"6062",2016,"GIB",-3372
"6269",2017,"GIB",-1
"6477",2018,"GIB",0
"165",1971,"GIN",5415
"286",1975,"GIN",5418
"321",1976,"GIN",2412
"354",1977,"GIN",-4002
"614",1982,"GIN",7826
"750",1984,"GIN",9434
"898",1986,"GIN",7826
"972",1987,"GIN",0
"1045",1988,"GIN",0
"1140",1989,"GIN",0
"1358",1991,"GIN",4
"1483",1992,"GIN",23444
"1620",1993,"GIN",17506
"1774",1994,"GIN",3234
"1947",1995,"GIN",10658
"2124",1996,"GIN",8696
"2308",1997,"GIN",10211
"2495",1998,"GIN",7319
"2681",1999,"GIN",8781
"2869",2000,"GIN",112828
"3061",2001,"GIN",106201
"3254",2002,"GIN",118527
"3452",2003,"GIN",109323
"3651",2004,"GIN",146201
"3849",2005,"GIN",192279
"4046",2006,"GIN",188620
"4244",2007,"GIN",245447
"4441",2008,"GIN",280078
"4639",2009,"GIN",292448
"4838",2010,"GIN",403544
"5037",2011,"GIN",332500
"5238",2012,"GIN",304652
"5441",2013,"GIN",325323
"5644",2014,"GIN",308135
"5852",2015,"GIN",294271
"6063",2016,"GIN",223081
"6270",2017,"GIN",177346
"6478",2018,"GIN",192046
"5645",2014,"GLP",875
"5853",2015,"GLP",4085
"6271",2017,"GLP",6435
"6479",2018,"GLP",448
"1046",1988,"GMB",2
"1141",1989,"GMB",0
"1244",1990,"GMB",5413
"1359",1991,"GMB",448
"1484",1992,"GMB",10639
"1621",1993,"GMB",807
"1775",1994,"GMB",-8957
"1948",1995,"GMB",25504
"2125",1996,"GMB",5496
"2309",1997,"GMB",8900
"2496",1998,"GMB",4655
"2682",1999,"GMB",9522
"2870",2000,"GMB",41315
"3062",2001,"GMB",32848
"3255",2002,"GMB",49838
"3453",2003,"GMB",11691
"3652",2004,"GMB",54995
"3850",2005,"GMB",68607
"4047",2006,"GMB",111838
"4245",2007,"GMB",135026
"4442",2008,"GMB",105736
"4640",2009,"GMB",126426
"4839",2010,"GMB",152287
"5038",2011,"GMB",117412
"5239",2012,"GMB",144409
"5442",2013,"GMB",199064
"5646",2014,"GMB",204425
"5854",2015,"GMB",203697
"6064",2016,"GMB",254587
"6272",2017,"GMB",164924
"6480",2018,"GMB",143578
"10",1963,"GNB",8720
"19",1964,"GNB",-3303
"32",1965,"GNB",2412
"46",1966,"GNB",975
"65",1967,"GNB",-125
"84",1968,"GNB",-245
"108",1969,"GNB",857
"136",1970,"GNB",-79
"166",1971,"GNB",867
"197",1972,"GNB",120
"224",1973,"GNB",123
"253",1974,"GNB",321
"287",1975,"GNB",-3204
"322",1976,"GNB",-1001
"355",1977,"GNB",1390
"389",1978,"GNB",0
"433",1979,"GNB",0
"485",1980,"GNB",3374
"549",1981,"GNB",-1050
"615",1982,"GNB",1050
"680",1983,"GNB",0
"751",1984,"GNB",8
"822",1985,"GNB",324
"899",1986,"GNB",3401
"973",1987,"GNB",-3733
"1047",1988,"GNB",-4
"1142",1989,"GNB",9
"1245",1990,"GNB",-2
"1360",1991,"GNB",5413
"1485",1992,"GNB",3374
"1622",1993,"GNB",2414
"1776",1994,"GNB",7823
"1949",1995,"GNB",3332
"2126",1996,"GNB",-4284
"2310",1997,"GNB",1430
"2497",1998,"GNB",29988
"2683",1999,"GNB",15192
"2871",2000,"GNB",23834
"3063",2001,"GNB",78989
"3256",2002,"GNB",94803
"3454",2003,"GNB",63802
"3653",2004,"GNB",78193
"3851",2005,"GNB",101655
"4048",2006,"GNB",79762
"4246",2007,"GNB",96872
"4443",2008,"GNB",88071
"4641",2009,"GNB",105405
"4840",2010,"GNB",137462
"5039",2011,"GNB",130463
"5240",2012,"GNB",113570
"5443",2013,"GNB",127029
"5647",2014,"GNB",110018
"5855",2015,"GNB",101774
"6065",2016,"GNB",141647
"6273",2017,"GNB",100776
"6481",2018,"GNB",123807
"254",1974,"GNQ",5
"288",1975,"GNQ",14133
"323",1976,"GNQ",0
"356",1977,"GNQ",1922
"390",1978,"GNQ",-1922
"434",1979,"GNQ",-8715
"486",1980,"GNQ",804
"550",1981,"GNQ",-3378
"616",1982,"GNQ",0
"681",1983,"GNQ",-2847
"752",1984,"GNQ",0
"823",1985,"GNQ",0
"1361",1991,"GNQ",8718
"1486",1992,"GNQ",14601
"1623",1993,"GNQ",-5578
"1777",1994,"GNQ",15599
"1950",1995,"GNQ",-219
"2127",1996,"GNQ",4354
"2311",1997,"GNQ",-15777
"2498",1998,"GNQ",3566
"2684",1999,"GNQ",2704
"2872",2000,"GNQ",30260
"3064",2001,"GNQ",19082
"3257",2002,"GNQ",31442
"3455",2003,"GNQ",56258
"3654",2004,"GNQ",5416
"3852",2005,"GNQ",32660
"4049",2006,"GNQ",56463
"4247",2007,"GNQ",14192
"4444",2008,"GNQ",52465
"4642",2009,"GNQ",25873
"4841",2010,"GNQ",32557
"5040",2011,"GNQ",45662
"5241",2012,"GNQ",70855
"5444",2013,"GNQ",61573
"5648",2014,"GNQ",73226
"5856",2015,"GNQ",56291
"6066",2016,"GNQ",70814
"6274",2017,"GNQ",28716
"6482",2018,"GNQ",45403
"33",1965,"GRC",2755
"47",1966,"GRC",6752
"66",1967,"GRC",1110
"85",1968,"GRC",-2227
"109",1969,"GRC",-473
"137",1970,"GRC",-617
"167",1971,"GRC",-5450
"198",1972,"GRC",17435
"225",1973,"GRC",-1695
"255",1974,"GRC",-9032
"289",1975,"GRC",-634
"324",1976,"GRC",-606
"357",1977,"GRC",-430
"391",1978,"GRC",-343
"435",1979,"GRC",-233
"487",1980,"GRC",-277
"551",1981,"GRC",-311
"617",1982,"GRC",-309
"682",1983,"GRC",-336
"753",1984,"GRC",-372
"1048",1988,"GRC",8717
"1143",1989,"GRC",0
"1246",1990,"GRC",-6449
"1362",1991,"GRC",6449
"1487",1992,"GRC",-8715
"1624",1993,"GRC",0
"1778",1994,"GRC",10805
"1951",1995,"GRC",1158
"2128",1996,"GRC",11835
"2312",1997,"GRC",-10042
"2499",1998,"GRC",2856
"2685",1999,"GRC",-3
"2873",2000,"GRC",14199
"3065",2001,"GRC",23758
"3258",2002,"GRC",21165
"3456",2003,"GRC",30384
"3655",2004,"GRC",208
"3853",2005,"GRC",23511
"4050",2006,"GRC",16562
"4248",2007,"GRC",12221
"4445",2008,"GRC",2455
"4643",2009,"GRC",16996
"4842",2010,"GRC",5807
"5041",2011,"GRC",16248
"5242",2012,"GRC",19614
"5445",2013,"GRC",24910
"5649",2014,"GRC",59935
"5857",2015,"GRC",44711
"6067",2016,"GRC",32188
"6275",2017,"GRC",6495
"6483",2018,"GRC",26452
"1049",1988,"GRD",10639
"1144",1989,"GRD",-2814
"1247",1990,"GRD",-1050
"1363",1991,"GRD",0
"1488",1992,"GRD",-6773
"1779",1994,"GRD",5413
"1952",1995,"GRD",3304
"2129",1996,"GRD",-8712
"2313",1997,"GRD",445
"2500",1998,"GRD",2656
"2686",1999,"GRD",3073
"2874",2000,"GRD",11874
"3066",2001,"GRD",10106
"3259",2002,"GRD",8016
"3457",2003,"GRD",8226
"3656",2004,"GRD",5531
"3854",2005,"GRD",-5688
"4051",2006,"GRD",15029
"4249",2007,"GRD",19708
"4446",2008,"GRD",13746
"4644",2009,"GRD",13078
"4843",2010,"GRD",8632
"5042",2011,"GRD",18227
"5243",2012,"GRD",16902
"5446",2013,"GRD",14315
"5650",2014,"GRD",15524
"5858",2015,"GRD",14058
"6068",2016,"GRD",15420
"6276",2017,"GRD",-258
"6484",2018,"GRD",17733
"488",1980,"GTM",9769
"552",1981,"GTM",-1991
"618",1982,"GTM",20751
"683",1983,"GTM",-8503
"754",1984,"GTM",-703
"824",1985,"GTM",9435
"900",1986,"GTM",-822
"974",1987,"GTM",28
"1050",1988,"GTM",19076
"1145",1989,"GTM",-8865
"1248",1990,"GTM",5519
"1364",1991,"GTM",-9195
"1489",1992,"GTM",-736
"1625",1993,"GTM",22488
"1780",1994,"GTM",11670
"1953",1995,"GTM",2234
"2130",1996,"GTM",-606
"2314",1997,"GTM",-10590
"2501",1998,"GTM",12122
"2687",1999,"GTM",13949
"2875",2000,"GTM",3062
"3067",2001,"GTM",21837
"3260",2002,"GTM",24570
"3458",2003,"GTM",42223
"3657",2004,"GTM",19316
"3855",2005,"GTM",8910
"4052",2006,"GTM",7069
"4250",2007,"GTM",59885
"4447",2008,"GTM",53938
"4645",2009,"GTM",48414
"4844",2010,"GTM",55855
"5043",2011,"GTM",60891
"5244",2012,"GTM",69651
"5447",2013,"GTM",80552
"5651",2014,"GTM",28121
"5859",2015,"GTM",111748
"6069",2016,"GTM",81565
"6277",2017,"GTM",82899
"6485",2018,"GTM",58462
"1490",1992,"GUF",7825
"1626",1993,"GUF",0
"1781",1994,"GUF",0
"1954",1995,"GUF",0
"2131",1996,"GUF",0
"2315",1997,"GUF",0
"2502",1998,"GUF",0
"2688",1999,"GUF",0
"4251",2007,"GUF",2
"4448",2008,"GUF",2
"4646",2009,"GUF",3374
"4845",2010,"GUF",2
"6070",2016,"GUF",2
"6278",2017,"GUF",15491
"6486",2018,"GUF",10669
"6279",2017,"GUM",1
"6487",2018,"GUM",1
"1051",1988,"GUY",3374
"1146",1989,"GUY",0
"1249",1990,"GUY",0
"1365",1991,"GUY",-3372
"1491",1992,"GUY",2
"1627",1993,"GUY",4
"1782",1994,"GUY",9362
"1955",1995,"GUY",-731
"2132",1996,"GUY",8333
"2316",1997,"GUY",-1648
"2503",1998,"GUY",-10237
"2689",1999,"GUY",1355
"2876",2000,"GUY",9243
"3068",2001,"GUY",16870
"3261",2002,"GUY",26759
"3459",2003,"GUY",21044
"3658",2004,"GUY",32835
"3856",2005,"GUY",12312
"4053",2006,"GUY",22102
"4252",2007,"GUY",17201
"4449",2008,"GUY",9562
"4647",2009,"GUY",18802
"4846",2010,"GUY",15516
"5044",2011,"GUY",39572
"5245",2012,"GUY",30274
"5448",2013,"GUY",40834
"5652",2014,"GUY",36212
"5860",2015,"GUY",34951
"6071",2016,"GUY",44976
"6280",2017,"GUY",16495
"6488",2018,"GUY",39610
"1492",1992,"HKG",3374
"1628",1993,"HKG",0
"1783",1994,"HKG",8019
"1956",1995,"HKG",-4577
"2133",1996,"HKG",-3347
"2317",1997,"HKG",7444
"2504",1998,"HKG",-875
"2690",1999,"HKG",-4106
"2877",2000,"HKG",10896
"3069",2001,"HKG",22068
"3262",2002,"HKG",9409
"3460",2003,"HKG",33318
"3659",2004,"HKG",14848
"3857",2005,"HKG",23877
"4054",2006,"HKG",22045
"4253",2007,"HKG",-6127
"4450",2008,"HKG",11105
"4648",2009,"HKG",12984
"4847",2010,"HKG",18859
"5045",2011,"HKG",18418
"5246",2012,"HKG",12618
"5449",2013,"HKG",19825
"5653",2014,"HKG",4907
"5861",2015,"HKG",19379
"6072",2016,"HKG",32919
"6281",2017,"HKG",15351
"6489",2018,"HKG",17886
"901",1986,"HND",6
"975",1987,"HND",-4
"1052",1988,"HND",0
"1147",1989,"HND",6775
"1250",1990,"HND",17900
"1366",1991,"HND",-9627
"1493",1992,"HND",-3101
"1629",1993,"HND",20268
"1784",1994,"HND",11302
"1957",1995,"HND",-4890
"2134",1996,"HND",13540
"2318",1997,"HND",-11143
"2505",1998,"HND",13150
"2691",1999,"HND",-3995
"2878",2000,"HND",11796
"3070",2001,"HND",18369
"3263",2002,"HND",7954
"3461",2003,"HND",29863
"3660",2004,"HND",24333
"3858",2005,"HND",6034
"4055",2006,"HND",38328
"4254",2007,"HND",33094
"4451",2008,"HND",20306
"4649",2009,"HND",62875
"4848",2010,"HND",77515
"5046",2011,"HND",19982
"5247",2012,"HND",70343
"5450",2013,"HND",120032
"5654",2014,"HND",82504
"5862",2015,"HND",195621
"6073",2016,"HND",97702
"6282",2017,"HND",105561
"6490",2018,"HND",102932
"1494",1992,"HRV",4928
"1630",1993,"HRV",69132
"1785",1994,"HRV",12191
"1958",1995,"HRV",-4522
"2135",1996,"HRV",24291
"2319",1997,"HRV",9371
"2506",1998,"HRV",23350
"2692",1999,"HRV",22325
"2879",2000,"HRV",59760
"3071",2001,"HRV",64839
"3264",2002,"HRV",82459
"3462",2003,"HRV",32898
"3661",2004,"HRV",52936
"3859",2005,"HRV",32007
"4056",2006,"HRV",72933
"4255",2007,"HRV",55504
"4452",2008,"HRV",32776
"4650",2009,"HRV",41178
"4849",2010,"HRV",96212
"5047",2011,"HRV",84123
"5248",2012,"HRV",34164
"5451",2013,"HRV",89122
"5655",2014,"HRV",45769
"5863",2015,"HRV",31927
"6074",2016,"HRV",18845
"6283",2017,"HRV",3356
"6491",2018,"HRV",17682
"256",1974,"HTI",5
"392",1978,"HTI",5415
"436",1979,"HTI",457
"489",1980,"HTI",674
"553",1981,"HTI",1282
"619",1982,"HTI",0
"684",1983,"HTI",4086
"755",1984,"HTI",1614
"825",1985,"HTI",-4804
"902",1986,"HTI",675
"976",1987,"HTI",8505
"1053",1988,"HTI",-9128
"1148",1989,"HTI",1428
"1251",1990,"HTI",-850
"1367",1991,"HTI",-103
"1495",1992,"HTI",40241
"1631",1993,"HTI",18362
"1786",1994,"HTI",5469
"1959",1995,"HTI",-9116
"2136",1996,"HTI",-1263
"2320",1997,"HTI",29385
"2507",1998,"HTI",7977
"2693",1999,"HTI",3087
"2880",2000,"HTI",23269
"3072",2001,"HTI",26971
"3265",2002,"HTI",31276
"3463",2003,"HTI",46258
"3662",2004,"HTI",37196
"3860",2005,"HTI",50284
"4057",2006,"HTI",64208
"4256",2007,"HTI",104881
"4453",2008,"HTI",85655
"4651",2009,"HTI",57387
"4850",2010,"HTI",105816
"5048",2011,"HTI",100639
"5249",2012,"HTI",102026
"5452",2013,"HTI",83325
"5656",2014,"HTI",102924
"5864",2015,"HTI",131384
"6075",2016,"HTI",133852
"6284",2017,"HTI",147326
"6492",2018,"HTI",84956
"34",1965,"HUN",5826
"48",1966,"HUN",0
"67",1967,"HUN",0
"86",1968,"HUN",0
"110",1969,"HUN",10640
"138",1970,"HUN",1256
"168",1971,"HUN",-5826
"199",1972,"HUN",-564
"226",1973,"HUN",9384
"257",1974,"HUN",-1206
"290",1975,"HUN",-642
"325",1976,"HUN",-11042
"393",1978,"HUN",17260
"490",1980,"HUN",9852
"554",1981,"HUN",-123
"620",1982,"HUN",-97
"685",1983,"HUN",-856
"756",1984,"HUN",-1667
"826",1985,"HUN",55
"903",1986,"HUN",-609
"977",1987,"HUN",-697
"1054",1988,"HUN",15650
"1149",1989,"HUN",6468
"1252",1990,"HUN",-7171
"1368",1991,"HUN",8562
"1496",1992,"HUN",5280
"1632",1993,"HUN",46898
"1787",1994,"HUN",-9577
"1960",1995,"HUN",-14546
"2137",1996,"HUN",-11997
"2321",1997,"HUN",26155
"2508",1998,"HUN",-3785
"2694",1999,"HUN",-2631
"2881",2000,"HUN",23543
"3073",2001,"HUN",27278
"3266",2002,"HUN",48971
"3464",2003,"HUN",61373
"3663",2004,"HUN",27711
"3861",2005,"HUN",44653
"4058",2006,"HUN",41354
"4257",2007,"HUN",16091
"4454",2008,"HUN",28636
"4652",2009,"HUN",10658
"4851",2010,"HUN",38083
"5049",2011,"HUN",27710
"5250",2012,"HUN",33066
"5453",2013,"HUN",17064
"5657",2014,"HUN",62062
"5865",2015,"HUN",58653
"6076",2016,"HUN",44805
"6285",2017,"HUN",18109
"6493",2018,"HUN",20823
"394",1978,"IDN",5
"437",1979,"IDN",0
"491",1980,"IDN",0
"555",1981,"IDN",1908
"621",1982,"IDN",1953
"686",1983,"IDN",-2864
"757",1984,"IDN",8860
"827",1985,"IDN",-1260
"904",1986,"IDN",-196
"978",1987,"IDN",11287
"1055",1988,"IDN",-206
"1150",1989,"IDN",-855
"1253",1990,"IDN",5239
"1369",1991,"IDN",-2749
"1497",1992,"IDN",-10300
"1633",1993,"IDN",23553
"1788",1994,"IDN",11137
"1961",1995,"IDN",-1607
"2138",1996,"IDN",-1216
"2322",1997,"IDN",11648
"2509",1998,"IDN",10076
"2695",1999,"IDN",-3535
"2882",2000,"IDN",28273
"3074",2001,"IDN",64007
"3267",2002,"IDN",36743
"3465",2003,"IDN",55318
"3664",2004,"IDN",72460
"3862",2005,"IDN",63292
"4059",2006,"IDN",42207
"4258",2007,"IDN",34815
"4455",2008,"IDN",55762
"4653",2009,"IDN",64404
"4852",2010,"IDN",50987
"5050",2011,"IDN",56007
"5251",2012,"IDN",24592
"5454",2013,"IDN",42417
"5658",2014,"IDN",109064
"5866",2015,"IDN",88644
"6077",2016,"IDN",77542
"6286",2017,"IDN",65326
"6494",2018,"IDN",81056
"1056",1988,"IND",13550
"1151",1989,"IND",3302
"1254",1990,"IND",-3960
"1370",1991,"IND",2803
"1498",1992,"IND",25330
"1634",1993,"IND",13591
"1789",1994,"IND",16167
"1962",1995,"IND",551
"2139",1996,"IND",5532
"2323",1997,"IND",25593
"2510",1998,"IND",19708
"2696",1999,"IND",-16628
"2883",2000,"IND",131851
"3075",2001,"IND",150256
"3268",2002,"IND",190471
"3466",2003,"IND",171432
"3665",2004,"IND",172122
"3863",2005,"IND",173997
"4060",2006,"IND",211586
"4259",2007,"IND",207386
"4456",2008,"IND",161854
"4654",2009,"IND",160802
"4853",2010,"IND",225869
"5051",2011,"IND",214350
"5252",2012,"IND",229195
"5455",2013,"IND",255033
"5659",2014,"IND",274765
"5867",2015,"IND",303400
"6078",2016,"IND",252306
"6287",2017,"IND",215735
"6495",2018,"IND",197863
"1790",1994,"IRL",5413
"1963",1995,"IRL",-2039
"2140",1996,"IRL",0
"2324",1997,"IRL",-3372
"2884",2000,"IRL",10828
"3076",2001,"IRL",10151
"3269",2002,"IRL",14573
"3467",2003,"IRL",13010
"3666",2004,"IRL",7899
"3864",2005,"IRL",8259
"4061",2006,"IRL",3906
"4260",2007,"IRL",8604
"4457",2008,"IRL",-1202
"4655",2009,"IRL",5417
"4854",2010,"IRL",3386
"5052",2011,"IRL",10157
"5253",2012,"IRL",10833
"5456",2013,"IRL",28605
"5660",2014,"IRL",37310
"5868",2015,"IRL",18676
"6079",2016,"IRL",9677
"6288",2017,"IRL",2917
"6496",2018,"IRL",17236
"492",1980,"IRN",7638
"556",1981,"IRN",12204
"622",1982,"IRN",21257
"687",1983,"IRN",24718
